"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Endurance 150 min (MxHr)","Bike","Warm up, building from low Zone 1 to high Zone 1; keep cadence over 85 rpm. - Steady Z1 by max heart rate for 45 to 60 min depending on time allowed. - Use the entire zone - don't just ride the top of it; keep cadence 85-95 throughout.- Cool down.","2.5","","2024-01-03","","84768.7734375","226","424","2039.788","","2.51716303825378","9.35499954223633","","81","","134","147","","","0.662942463105168","110.59","40","115","0","0","0","","","","","","28","91","30","2","0","0","","","","","",""
"SS 3x15","Bike","Easy pace as your base (< 145 bpm), with efforts: 1x10min low Z3 (280-300w), 95+ rpm, then sprints: -2x15sec seated sprints in the little ring, only shifting when you're really running out of gear, keep upper body quiet. -6x80sec efforts, first 20 sec is ""stomp"", done seated, in a big gear, from a near stop (<10 mph), max acceleration, should only be hitting 100 rpm in the last 5 sec or so (adjust gear as necessary) - then go into 60 sec @ 350w. Full recovery between sprints (minimum = 2min).","1.43","","2024-01-05","","71302.1015625","241","426","2232.373","","2.55194444444444","7.76119533716121","","79","","139","173","","","0.756996978597862","143.07","55","64","20","22","1","","","","","","38","62","25","21","26","2","0","","","","",""
"Aerobic Economy","Bike","4-5h general endurance + 3 x 30-35' blocks in high Z2 to low Z3 (260-280w).","4.5","","2024-01-06","","99268.7890625","220","478","2531.401","","3.2119460105896","8.58500003814697","","80","","131","147","","","0.648001173438245","134.83","93","114","0","0","0","","","","","","41","119","31","7","2","0","0","","","","",""
"Endurance 150 min (MxHr)","Bike","Warm up, building from low Zone 1 to high Zone 1; keep cadence over 85 rpm. - Steady Z1 by max heart rate for 45 to 60 min depending on time allowed. - Use the entire zone - don't just ride the top of it; keep cadence 85-95 throughout.- Cool down.","5.10120415840345","","2024-01-07","","126243.890625","217","764","3150.996","","4.06583976745605","8.625","","77","","129","152","","","0.649360868552088","171.77","147","98","1","0","0","","","","","","57","140","43","10","4","0","0","","","","",""
"Short Interval Workout","Bike","Warm up in Z1/Z2 - 10 min Z3 high cadence (> 100 rpm) - 5 min Z1 - Main Set: 5min Z5, 4 min Z1x5 - Cool Down","2.23025353983967","","2024-01-09","Do the workout on the same stretch of road, starting from the same spot every interval so you can see how each interval compares to each other (based on where the 5 minutes ends each time). Goal is to have an even split.","89197.7265625","232","507","2514.056","","3.00611111111111","8.24225896899834","","79","","135","174","","","0.762617518419122","174.42","105","58","6","14","11","","","","","","57","82","11","8","12","17","2","","","","",""
"Z2","Bike","","1.5","","2024-01-10","","46506.30078125","230","366","1335.87","","1.605","8.04885787145206","","80","","127","145","","","0.683397748871572","73.36","72","28","0","0","0","","","","","","15","60","20","3","0","0","0","","","","",""
"SFR Over/Under (3x8')","Bike","Z1/Z2 base with efforts: -10' low Z3 (270-300w), done on flats @ 100+ rpm aim for ""aero efficiency"" -3x8' on climb alt 3' SFR (50-60 rpm, 320-350w) / 1min high Z4 (370-400w, 90+ rpm) Full recovery between. On way home, do 6min block with Z2 baseline 8 sec sprint every min.","1.5","","2024-01-11","","63544.0390625","253","452","1825.122","","1.99888888888889","8.83046679578933","","79","","137","162","","","0.771382108815368","118.47","48","58","20","1","0","","","","","","20","48","30","22","21","1","0","","","","",""
"One Rip","Bike","Warm up, building from low Zone 1 to high Zone 1; keep cadence over 85 rpm. - Steady Z1 by max heart rate for 45 to 60 min depending on time allowed. - Use the entire zone - don't just ride the top of it; keep cadence 85-95 throughout.- Cool down.","3.96760323431379","","2024-01-12","","73701.671875","229","490","2160.785","","2.61083333333333","7.84143758644537","","78","","134","175","","","0.744943978204421","138.55","72","73","5","14","1","","","","","","40","80","17","5","12","7","1","","","","",""
"Bookend CP4","Bike","4-5h endurance with bookend efforts. Set 1 = 4' @ max (include 8-10' Z3 as warm up before) Middle = Z1-Z2 + 3 x 12-15' @ 150-160 bpm Set 2 = 4' @ max (past 3.5h mark) Gut training -> 80-90g carbs / hr.","4.5","","2024-01-14","","161221.625","230","537","4535.565"," *01/15/2024 Matti Rowe: Shhhhheeeeeee!!!*","5.44166666666667","8.22979198570699","","78","","131","172","","","0.745235590270134","294.52","192","109","20","6","2","","","","","","104","115","68","46","32","3","6","","","","",""
"40/20s (3x8)","Bike","","2.5","","2024-01-16","","70483.296875","239","551","2159.099","","2.50555555555556","7.81411273558758","","77","","129","163","","","0.765894483181164","145.72","103","35","12","1","0","","","","","","39","67","22","8","8","6","9","","","","",""
"XC Ski","XC-Ski","","2","","2024-01-17","","16942.529296875","","","","","2.25072813034058","2.09100008010864","","","","134","153","","","0.62853141443416","115","49","89","1","0","0","","","","","","","","","","","","","","","","",""
"XC Ski","XC-Ski","","2.8","","2024-01-18","","34384.8203125","","","","","3.16781878471375","3.01500010490417","","","","134","157","","","0.629415910775914","150","77","114","7","0","0","","","","","","","","","","","","","","","","",""
"XC Ski","XC-Ski","","3.02","","2024-01-19","","39739.1015625","","","","","3.52917265892029","3.12800002098083","","","","129","158","","","0.612123657355959","175","113","98","4","0","0","","","","","","","","","","","","","","","","",""
"Skate Skiing","XC-Ski","","","","2024-01-20","","40113.6015625","","","","","3.05549001693726","3.6470000743866","","","","137","159","","","0.642901561387894","150","40","138","11","0","0","","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2024-01-22","","72116.78125","236","680","1769.736","","2.09710764884949","9.55200004577637","","81","","132","156","","","0.703381521946144","103.48","58","71","10","0","0","","","","","","19","70","28","12","8","1","0","","","","",""
"SFR 3x8","Bike","","","","2024-01-23","","87527.0390625","242","500","2243.974","","2.58988738059998","9.38799953460693","","77","","133","163","","","0.754588291079277","147.54","95","45","20","3","0","","","","","","30","72","25","17","23","5","0","","","","",""
"VO2 / LT Mix (5x5')","Bike","Z1/Z2 warm up + a few min Z3 opener. Then efforts: 5 x 40 sec @ 400-450w / 20 sec easy (controlled) 5 min @ 350-380w 5 x 40 sec @ 400-450w / 20 sec easy 5 min @ 350-380w 5 x 40 sec @ 400-450w / 20 sec easy 4 min recovery between each 5 min block.","2.07692307692308","","2024-01-25","","99207.5078125","197","649","2110.701"," *01/26/2024 Matti Rowe: 🔥legs. Wish my power meter and shifting didn't die at the 2 hour mark.*","2.97421026229858","9.26599979400635","","77","","131","171","","","0.752549755239207","180","121","42","8","12","1","","","","","","85","56","12","7","7","8","10","","","","",""
"Road Cycling","Bike","","","","2024-01-26","","53210.19140625","212","382","1251.144","","1.6436105966568","8.99300003051758","","80","","120","132","","","0.620284147746918","63.31","97","0","0","0","0","","","","","","23","69","7","1","0","0","0","","","","",""
"Tastes of Threshold + Torque Accel","Bike","Progressive warmup 6x20 sec HARD/40 sec easy shift to a bigger gear each time you hit 90 rpm. First 5 seated, 6th standing. Flush 2x12min alternating 2min 300-320/1min 340-370 8min between 1x8min where you perceive 20-30min race pace to be Start @ 350w as the target and adjust +/- from there Cooldown","2.75","","2024-01-27","","132363.515625","232","824","3329.43","","4.00791788101196","9.17399978637695","","77","","131","169","","","0.741024844544493","219.59","162","64","15","6","0","","","","","","58","115","37","24","20","8","3","","","","",""
"Z2","Bike","15-20min easy warm up to get legs going. Then, goal is aerobic stress. High average power without going over Z3/Tempo (320w) Pick a route where you can stay fairly constant on the pedals, and minimize soft pedaling and coasting. Target a lot of time @ High Z2/Low Z3 (230-280w) 10min easy cool down to flush the effort. - Fueling for Sunday should look like a race day. Good carb rich dinner Saturday night, breakfast of mostly carbs but not such a huge meal that it sits heavy in your gut, dehydrates you, and draws blood from your legs (this relies on having a good dinner Sat night), then race like nutrition on the bike ~70 g of carbs per hour. You're gonna be riding pretty high up the energy burn!","1.86666666666667","","2024-01-28","10/21/17: 2.5h, 290w, 148bpm, 4.8% HR 11/11/17: 2.25h, 287w, 156bpm, 7% 4/18/17: 3h26m, 273w, 153bpm, 5% (Gila 1) 1/27/19: 3h35m, 282w, 139bpm, no drift","112081.2890625","219","641","2624.159","","3.33320426940918","9.34000015258789","","79","","122","138","","","0.649509498116614","140.52","186","9","0","0","0","","","","","","40","126","32","7","1","0","0","","","","",""
"Lap Swimming","Swim","","","","2024-01-29","","1175","","","","","1.00407611211141","0.324944690265487","","40","","119","137","","","0.600061476191769","40.07","58","1","0","0","0","","","","","","","","","","","","","","","","",""
"Capacity - Knuste Ben 3","Bike","Warmup Z1/2 for 10-15min - 1x12min ramp from low to high Z3. - 1x4min VO2 - Aim conservative here. - 5min recovery - 8x40 sec hard/20 sec easy; min 5 min rest between sets. - 1x4min VO2 - 5min recovery - 8x40 sec hard/20 sec easy; min 5 min rest between sets. - 5min recovery - 1x4min VO2 - Empty the tank. - Finish with zone 2 riding and then a nice cool down the last 10min.","2.35745107159759","","2024-01-30","","102150.609375","165","629","2500"," *01/31/2024 Matti Rowe: Better.*","3.03149604797363","9.35999965667725","","77","","130","177","","","0.762375751530125","200","128","28","12","15","0","","","","","","95","46","13","8","7","8","13","","","","",""
"Endurance - 150 min (2.5hrs)","Bike","Warm up, building from Z1 to Z2; keep cadence over 85 rpm - Steady Z2 for ~150min depending on time allowed. Use the entire zone - don't just ride the top of it; keep cadence 85-95 throughout. - Cool down.","2.5","","2024-01-31","","101314.15625","224","541","2457.329","","3.0632529258728","9.1870002746582","","78","","122","135","","","0.655209986834732","130.95","179","3","0","0","0","","","","","","32","121","30","4","1","0","0","","","","",""
"Taste of Threshold + Torque Accelerations","Bike","Progressive warmup 6x20 sec HARD/40 sec easy shift to a bigger gear each time you hit 90 rpm. First 5 seated, 6th standing. Flush 2x12min alternating 2min 300-320/1min 340-370 8min between 1x8min where you perceive 20-30min race pace to be Start @ 350w as the target and adjust +/- from there Cooldown","","","2024-02-01","","106650.0234375","250","800","2767.729"," *02/02/2024 Matti Rowe: That's more like it - only 25 more watts on the 8 rip today 🚀.*","3.0762026309967","9.63000011444092","","76","","134","170","","","0.796062298806252","194.87","94","72","20","9","1","","","","","","32","82","35","20","21","12","4","","","","",""
"Lap Swimming","Swim","","","","2024-02-02","","1100","","","","","1.00268916024102","0.304624757684852","","38","","97","127","","","0.0853987402758564","50","13","0","0","0","0","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","1","","2024-02-03","","125","","","","","1.00277777777778","0.0346260387811634","","39","","120","127","","","0.0947868185374438","50","6","0","0","0","0","","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2024-02-04","","81116.9921875","260","484","2382.488","","2.5532648563385","8.82499980926514","","76","","129","151","","","0.766658620195329","149.6","111","52","0","0","0","","","","","","14","53","70","30","14","2","0","","","","",""
"Capacity - Knuste Ben 3","Bike","Warmup Z1/2 for 10-15min - 1x12min ramp from low to high Z3. - 1x4min VO2 - Aim conservative here. - 5min recovery - 8x40 sec hard/20 sec easy; min 5 min rest between sets. - 1x4min VO2 - 5min recovery - 8x40 sec hard/20 sec easy; min 5 min rest between sets. - 5min recovery - 1x4min VO2 - Empty the tank. - Finish with zone 2 riding and then a nice cool down the last 10min.","2.36923832695557","","2024-02-06","","102775.578125","250","1031","2697.473","","3.01424789428711","9.4709997177124","","80","","134","173","","","0.816525290436635","201.33","113","49","8","17","6","","","","","","39","86","25","10","9","6","17","","","","",""
"Endurance - 150 min (2.5hrs)","Bike","Warm up, building from Z1 to Z2; keep cadence over 85 rpm - Steady Z2 for ~150min depending on time allowed. Use the entire zone - don't just ride the top of it; keep cadence 85-95 throughout. - Cool down.","2.5","","2024-02-07","","73636.9921875","243","832","1919.539","","2.20356154441833","9.28299999237061","","80","","129","143","","","0.707140374687992","109.66","106","34","0","0","0","","","","","","12","79","39","9","3","0","0","","","","",""
